title,total_score,reviews_count,street,city,state,country_code,website,phone,categories,url,category_name
EXHALA ESTUDIO DE PILATES,5,20,Pueyrredón 789,Reconquista,Santa Fe Province,AR,,+54 3482 64-2152,Pilates studio,https://www.google.com/maps/search/?api=1&query=EXHALA%20ESTUDIO%20DE%20PILATES&query_place_id=ChIJ5yExAVm7TpQRCB30I9OpLig,Pilates studio
Estudio De Pilates Katyana Martinez,4.7,12,Gdor. Freyre 1294,Reconquista,Santa Fe Province,AR,,+54 3482 41-2792,Pilates studio,https://www.google.com/maps/search/?api=1&query=Estudio%20De%20Pilates%20Katyana%20Martinez&query_place_id=ChIJ8RaWDJ-6TpQR02xbJzRQ1Qg,Pilates studio
YOGA CON MILENA.,5,1,Ludueña 728,Reconquista,Santa Fe Province,AR,,+54 3482 30-3480,Yoga studio,https://www.google.com/maps/search/?api=1&query=YOGA%20CON%20MILENA.&query_place_id=ChIJQ9vMuXC6TpQRaAmWILc0X6A,Yoga studio
Aireterra,5,1,Gral. Belgrano 745,Reconquista,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Aireterra&query_place_id=ChIJ9yW3rv-7TpQR6dVKnEmlqvc,Gym
Cronopios Gym,5,,Rivadavia 242,San Guillermo,Santa Fe Province,AR,https://www.instagram.com/cronopios_gymm/,+54 3562 52-6512,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Cronopios%20Gym&query_place_id=ChIJP1AdR46xNZQRDaqB1U9b9FA,Gymnastics center
BEATFIT,4.9,,Av. Tristan Malbran 285,Ceres,Santa Fe Province,AR,http://www.linktr.ee/beatfit.ar,+54 3491 60-4250,Gym,https://www.google.com/maps/search/?api=1&query=BEATFIT&query_place_id=ChIJfWqMJdR5NpQREICNRPf61Ig,Gym
CEDEF,5,,Laprida,San Cristóbal,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=CEDEF&query_place_id=ChIJ77az3IR5SpQRdFnHBKhmTk0,Gym
FORZA FITNESS,5,,Pueyrredón 821,San Cristóbal,Santa Fe Province,AR,https://www.instagram.com/forzafitness.gym?igsh=cThsZXhtdmtmYzc1,+54 3408 68-6715,Gymnastics center,https://www.google.com/maps/search/?api=1&query=FORZA%20FITNESS&query_place_id=ChIJU1jFbWJ7SpQRErC9nraRpow,Gymnastics center
Gimnasio Athletic,4.5,,C. Mariano Moreno 660,San Guillermo,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Athletic&query_place_id=ChIJAWUsx1GxNZQRDkTasg0pq-Q,Gym
Apolo,4.6,,Av. Italia,Ceres,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Apolo&query_place_id=ChIJ1cGdZJl4NpQRDOXPY5d5pew,Gym
,5,,Simon de Iriondo esq. Lehmann,Villa Trinidad,Santa Fe Province,AR,https://www.facebook.com/equilibriogym2013,+54 3491 58-0226,Gym,https://www.google.com/maps/search/?api=1&query=%F0%9D%94%BC%F0%9D%95%A2%F0%9D%95%A6%F0%9D%95%9A%F0%9D%95%9D%F0%9D%95%9A%F0%9D%95%93%F0%9D%95%A3%F0%9D%95%9A%F0%9D%95%A0%20%F0%9D%94%BE%F0%9D%95%AA%F0%9D%95%9E&query_place_id=ChIJwwBKqvnHNZQR6d6gjwd68hQ,Gym
Centro de Educación Física,4.7,,,Ceres,Santa Fe Province,AR,,+54 3491 42-0608,Fitness center,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Educaci%C3%B3n%20F%C3%ADsica&query_place_id=ChIJ41u6V5x4NpQRLOaOoORfwys,Fitness center
MOLINO PÁDEL,5,,Pasaje Estrada 315,Ceres,Santa Fe Province,AR,https://www.instagram.com/molinopadel360?igsh=MTRtemF1cDdoM3l4Ng==,+54 3491 58-0708,Fitness center,https://www.google.com/maps/search/?api=1&query=MOLINO%20P%C3%81DEL&query_place_id=ChIJuWVuE2p5NpQRdA1XqfwTwIc,Fitness center
Espacio Creativo EQUILIBRARTE,5,,Saavedra 375,Ceres,Santa Fe Province,AR,,+54 3491 50-6936,Gym,https://www.google.com/maps/search/?api=1&query=Espacio%20Creativo%20EQUILIBRARTE&query_place_id=ChIJKZu-88d5NpQR4JB2zEZMTL8,Gym
Aguila Furbol 5,4.1,,Tucumán,San Guillermo,Santa Fe Province,AR,,+54 9 3562 40-8678,Gym,https://www.google.com/maps/search/?api=1&query=Aguila%20Furbol%205&query_place_id=ChIJ2bn_BvawNZQRFchbc78XJfk,Gym
Wellness Centro De Actividades Integrales,3,,Sarmiento 146,Ceres,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Wellness%20Centro%20De%20Actividades%20Integrales&query_place_id=ChIJy4olIJt4NpQROKS3GxGuYMw,Gym
"Dojo ""Ryu Elite"" - San Cristóbal",,,,San Cristóbal,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Dojo%20%22Ryu%20Elite%22%20-%20San%20Crist%C3%B3bal&query_place_id=ChIJ43XOOQB5SpQRulgelwTH-Jo,Gym
Chama Gym,,,Gral. Rondeau 45,Ceres,Santa Fe Province,AR,,+54 3491 69-1570,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Chama%20Gym&query_place_id=ChIJK2y0-Lt5NpQRPLahMhcbNlY,Gymnastics center
Lp,,,Alvear 1078,San Cristóbal,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Lp&query_place_id=ChIJF1D5Sld5SpQRIjC14XQNiE8,Gym
Gimnasio Centro Cambiá La Rutina,,,H. Yrigoyen,San Cristóbal,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Centro%20Cambi%C3%A1%20La%20Rutina&query_place_id=ChIJVWDbo-J7SpQRX5-qQqg8gHA,Gym
AVNOS,,,9 de Julio,San Guillermo,Santa Fe Province,AR,,,Fitness center,https://www.google.com/maps/search/?api=1&query=AVNOS&query_place_id=ChIJ5z4xZTyxNZQRUYPILw8js6w,Fitness center
Club Atlético Libertad Trinidad,4.2,,Sarmiento 523,Villa Trinidad,Santa Fe Province,AR,,+54 3491 49-1652,Club,https://www.google.com/maps/search/?api=1&query=Club%20Atl%C3%A9tico%20Libertad%20Trinidad&query_place_id=ChIJ-zhOpJLHNZQRZ9SPskOPfvI,Club
Vital Gym,4.6,16,C. 21 ° 391,Las Toscas,Santa Fe Province,AR,https://www.instagram.com/vital_gym2019/,,Gym,https://www.google.com/maps/search/?api=1&query=Vital%20Gym&query_place_id=ChIJ20kfxOMPT5QRtxL32m-6e1g,Gym
Tacuarendí Gym,5,1,,Tacuarendí,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Tacuarend%C3%AD%20Gym&query_place_id=ChIJm7aOIwAFT5QRTzyOCFjYguM,Gym
Gimnasio Master,4.5,22,,Florencia,Santa Fe Province,AR,,+54 3482 63-6098,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Master&query_place_id=ChIJV-IB-yZ7T5QRC-0GJrup7zQ,Gym
Bomberos Vóley,4.6,80,,Villa Ocampo,Santa Fe Province,AR,,+54 3482 52-3477,Gym,https://www.google.com/maps/search/?api=1&query=Bomberos%20V%C3%B3ley&query_place_id=ChIJ937f3r8bT5QRPbC25ogVe8I,Gym
Alejandrina Gym,4.9,7,RP32,Villa Ocampo,Santa Fe Province,AR,,+54 3482 66-8029,Gym,https://www.google.com/maps/search/?api=1&query=Alejandrina%20Gym&query_place_id=ChIJ_081SWYbT5QRoLrOLyNkfyI,Gym
Valkirya Gym,5,2,Plaza Ceibalito,Arroyo Ceibal,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Valkirya%20Gym&query_place_id=ChIJz2RicgDdTpQR9GPX8T6r_7o,Gym
Arnold Gym,4.5,56,Av. San Martín 1546,Villa Ocampo,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Arnold%20Gym&query_place_id=ChIJwdvXepUbT5QRVDlcRZTXL8Y,Gym
GYM FUERZA,,,Av. San Martín 1083,Villa Ocampo,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=GYM%20FUERZA&query_place_id=ChIJM6lmUJYbT5QRP0ImiL5c4lU,Gym
Funcional Gym V.A,,,San Juan,Villa Ana,Santa Fe Province,AR,https://instagram.com/funcional_gym_va?utm_medium=copy_link,+54 3482 60-0768,Gym,https://www.google.com/maps/search/?api=1&query=Funcional%20Gym%20V.A&query_place_id=ChIJm4hiWMYlT5QRbgKRyoGXf-I,Gym
Power Gym,5,1,Gdor. Crespo 1578,Tostado,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Power%20Gym&query_place_id=ChIJsXYcZQBLNpQRfRQqv7qkxhU,Gym
gimnasio ENERGYM,5,4,Av. Pres. Arturo Umberto Illia Illia 1050,Tostado,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=gimnasio%20ENERGYM&query_place_id=ChIJV7JbAC9LNpQRGaArSZaaiog,Gym
Gimnasio Ser Tostado,4.9,44,,Tostado,Santa Fe Province,AR,,+54 3491 68-8075,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Ser%20Tostado&query_place_id=ChIJM2h9vrJLNpQRMJ5RHwWf3u4,Gym
Helios Gym,,,Av. Rivadavia 1391,Tostado,Santa Fe Province,AR,,+54 3491 43-2839,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Helios%20Gym&query_place_id=ChIJ6SlgN25LNpQR3vEbpWFx6d8,Gymnastics center
good life 1,,,3060,Tostado,Santa Fe Province,AR,,+54 9 3408 57-7566,Gymnastics center,https://www.google.com/maps/search/?api=1&query=good%20life%201&query_place_id=ChIJtZqtUStLNpQRedUBy_-7gMg,Gymnastics center
Club Deportivo y Cultural 9 de Julio,4.2,6,Maipu,Tostado,Santa Fe Province,AR,,+54 342 536-0967,Club,https://www.google.com/maps/search/?api=1&query=Club%20Deportivo%20y%20Cultural%209%20de%20Julio&query_place_id=ChIJIfvtHuVLNpQRMO31eM0EYYY,Club
INNER STUDIO,,,Saavedra 1394,Tostado,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=INNER%20STUDIO&query_place_id=ChIJ5xsefpZLNpQRcINH3jWPbWU,Gym
PILATES CM,,,"Costa Rica N° 962 entre Gob Crespo, Independencia e",Tostado,Santa Fe Province,AR,,+54 3491 41-7375,Pilates studio,https://www.google.com/maps/search/?api=1&query=PILATES%20CM&query_place_id=ChIJe6SO0N5LNpQRUXf-b9ed1f0,Pilates studio
ENDO GYM,4.8,60,Uruguay 28,Rafaela,Santa Fe Province,AR,http://www.endogym.com/,+54 3492 31-3669,Gym,https://www.google.com/maps/search/?api=1&query=ENDO%20GYM&query_place_id=ChIJCwRDj0CuypURyhHeXczqRrs,Gym
Activo,5,1,Almafuerte 148,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Activo&query_place_id=ChIJD28JTgCvypURgefOX-gIA_c,Gym
Gimnasio TITÁN FITNESS RAFAELA,5,43,Blvd. G. Lehmann 333,Rafaela,Santa Fe Province,AR,https://www.facebook.com/Titanrafaela,+54 3492 20-9910,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20TIT%C3%81N%20FITNESS%20RAFAELA&query_place_id=ChIJ4-TY8R6vypUR5e2kE_-OmFA,Gym
Gimnasio EXILON GYM,4.9,56,"S2300LXK, J. Gálvez 85",Rafaela,Santa Fe Province,AR,,+54 15595135,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20EXILON%20GYM&query_place_id=ChIJzz2W6lWvypUR2T8oBlA5m3Y,Gym
Gimnasio Vitality Gym,4.5,24,Tucumán 430,Rafaela,Santa Fe Province,AR,https://www.instagram.com/vitalitydeporteysalud/?hl=es-la,+54 3492 42-8983,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Vitality%20Gym&query_place_id=ChIJD_G_3UWuypURqFBzmhdcw40,Gym
Lúxor Gym (Centro de entrenamiento),5,1,Arturo Illia 1570,Rafaela,Santa Fe Province,AR,http://www.instagram.com/luxor.entrenamiento,+54 3492 31-3637,Gym,https://www.google.com/maps/search/?api=1&query=L%C3%BAxor%20Gym%20(Centro%20de%20entrenamiento)&query_place_id=ChIJU0-jLgCvypURI-BtwLAJbgM,Gym
LION GYM RAFAELA,4.8,15,Av. Suipacha 420,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=LION%20GYM%20RAFAELA&query_place_id=ChIJ9f7ReJuvypURo55vgMg-d_s,Gym
Benefit Gym,5,8,Av. Italia 642,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Benefit%20Gym&query_place_id=ChIJmzN2UE6vypUReWpVo5_OAuM,Gym
ATHLETICA FIT & GYM,,,Saavedra 339,Rafaela,Santa Fe Province,AR,,+54 3492 67-5970,Sportswear store,https://www.google.com/maps/search/?api=1&query=ATHLETICA%20FIT%20%26%20GYM&query_place_id=ChIJWfMLfc-vypUR3FTwc4SmzdM,Sportswear store
First Gym - Pino El Profe,5,3,Mahatma Gandhi 99,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=First%20Gym%20-%20Pino%20El%20Profe&query_place_id=ChIJLwSvaTquypURCZkksxtZ2Ec,Gym
ADEMAN Centro de Entrenamiento,5,1,Moreno 235,Florencia,Santa Fe Province,AR,https://www.instagram.com/ademanentrenamiento?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,+54 3482 20-6410,Gym,https://www.google.com/maps/search/?api=1&query=ADEMAN%20Centro%20de%20Entrenamiento&query_place_id=ChIJK4L028B7T5QRItWyNF8ujz8,Gym
Escuelita De Futbol Club 9 De Julio,4.1,10,Lorenzatti 1198,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Escuelita%20De%20Futbol%20Club%209%20De%20Julio&query_place_id=ChIJ6QvIBIOvypURsg1JUlk7hkQ,Gym
Club Sportivo Norte,4.2,129,"calle: Lavalle, J. Ferre, J. Abele, San A. Rodríguez",Rafaela,Santa Fe Province,AR,,+54 351 862-4462,Soccer club,https://www.google.com/maps/search/?api=1&query=Club%20Sportivo%20Norte&query_place_id=ChIJ03AfgIyvypURppxd0Ev25vE,Soccer club
North fit,,,M2R7+J8,Cañada Ombú,Santa Fe Province,AR,https://www.instagram.com/north_fitt?igsh=MXE2ZWUwZW4zYWl1bw==,+54 3482 21-5903,Gym,https://www.google.com/maps/search/?api=1&query=North%20fit&query_place_id=ChIJuTabbgCxSJQRb5gwl-LQpmA,Gym
Punto fitt,,,,San Antonio de Obligado,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Punto%20fitt&query_place_id=ChIJA7XJfQAPT5QRKgPLdGIqPk0,Gym
KINETIC Centro de Rehabilitación Integral y Fitness,,,C. 10 Nº735,Las Toscas,Santa Fe Province,AR,,+54 3482 40-7557,Gym,https://www.google.com/maps/search/?api=1&query=KINETIC%20Centro%20de%20Rehabilitaci%C3%B3n%20Integral%20y%20Fitness&query_place_id=ChIJpdAOxNcPT5QRIfaAB1TebKI,Gym
Poli Deportivo del S.T.I.C,4.6,117,,Las Toscas,Santa Fe Province,AR,,,Fitness center,https://www.google.com/maps/search/?api=1&query=Poli%20Deportivo%20del%20S.T.I.C&query_place_id=ChIJGXD9ZrYPT5QRPtx1cPhiNm0,Fitness center
Tiempo libre Pilates y fitness,,,Blvd. Obligado 1847,Villa Ocampo,Santa Fe Province,AR,,,Pilates studio,https://www.google.com/maps/search/?api=1&query=Tiempo%20libre%20Pilates%20y%20fitness&query_place_id=ChIJKTyBlHEbT5QR5lNGq1aAwWQ,Pilates studio
Gimnasio Zeus Gin,,,,Tartagal,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Zeus%20Gin&query_place_id=ChIJT_P1gv_VSJQRvEDv8qxzaHA,Gym
Gimnasio Skala,4.5,13,Manuel Belgrano 1626,Villa Ocampo,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Skala&query_place_id=ChIJD-V0WQAbT5QRKsn_kdzMepo,Gym
Anahata Espacio,5,4,Guemes 1663,Villa Ocampo,Santa Fe Province,AR,https://instagram.com/anahataespacio_?igshid=YmMyMTA2M2Y=,,Gym,https://www.google.com/maps/search/?api=1&query=Anahata%20Espacio&query_place_id=ChIJx3P5AJsbT5QRKbfSBZdh_Bw,Gym
Wellness Pilates,,,Mariano Moreno 1625,Villa Ocampo,Santa Fe Province,AR,https://www.instagram.com/wellnesspilates02?igsh=MzZ6cGN0OGhsdTh5,+54 3482 52-5136,Gym,https://www.google.com/maps/search/?api=1&query=Wellness%20Pilates&query_place_id=ChIJV-_euIwbT5QRRdBTvASGQkY,Gym
A.S.O.E.M,4.1,32,Dr. Farran,Villa Ocampo,Santa Fe Province,AR,,+54 3482 46-6932,Gym,https://www.google.com/maps/search/?api=1&query=A.S.O.E.M&query_place_id=ChIJqS6SvJYbT5QRJd_VBItr3RM,Gym
EL TERRENO - COMPLEJO DE VERANO,5,6,Tucumán,Villa Ana,Santa Fe Province,AR,,+54 342 468-1512,Fitness center,https://www.google.com/maps/search/?api=1&query=EL%20TERRENO%20-%20COMPLEJO%20DE%20VERANO&query_place_id=ChIJG0mwhZMlT5QR_IyVHYCtmGo,Fitness center
Cuerpo Activo Pilates,4.3,4,3482,Villa Ocampo,Santa Fe Province,AR,https://instagram.com/cuerpoactivopilatesvo?igshid=1iosvd2cs618d,+54 3482 46-6230,Pilates studio,https://www.google.com/maps/search/?api=1&query=Cuerpo%20Activo%20Pilates&query_place_id=ChIJ9e2JUYMbT5QRazF1no03YWo,Pilates studio
CteRon - Movimiento Integrado,5,2,C. 15 entre 4 y 6,Las Toscas,Santa Fe Province,AR,https://www.instagram.com/cteron_movimientointegrado/,,Gym,https://www.google.com/maps/search/?api=1&query=CteRon%20-%20Movimiento%20Integrado&query_place_id=ChIJF6heddQPT5QRCLJhAPkW0Ak,Gym
Asana espacio,,,,Villa Ocampo,Santa Fe Province,AR,,,Yoga studio,https://www.google.com/maps/search/?api=1&query=Asana%20espacio&query_place_id=ChIJzYSEEg4bT5QRdaNl_PLAvvI,Yoga studio
"Ahimsa, espacio de YOGA & cosas que hacen bien",,,Francisco Conti 1232,Villa Ocampo,Santa Fe Province,AR,,+54 3482 33-3009,Yoga studio,https://www.google.com/maps/search/?api=1&query=Ahimsa%2C%20espacio%20de%20YOGA%20%26%20cosas%20que%20hacen%20bien&query_place_id=ChIJt4St75MbT5QREGfD93dsbIw,Yoga studio
VISÚ GIMNASIO Y ACADEMIA DE BAILE,4.4,20,C. San Lorenzo 1020,Rafaela,Santa Fe Province,AR,,+54 9 3492 51-3451,Gym,https://www.google.com/maps/search/?api=1&query=VIS%C3%9A%20GIMNASIO%20Y%20ACADEMIA%20DE%20BAILE&query_place_id=ChIJ978mqEquypURqzf1jKe75d4,Gym
Hammer zona de entrenamiento,4.7,53,Int. Gimenez 534,Rafaela,Santa Fe Province,AR,,+54 3492 62-3171,Gym,https://www.google.com/maps/search/?api=1&query=Hammer%20zona%20de%20entrenamiento&query_place_id=ChIJVWrG5LOvypUR1wM-Vrnqoxs,Gym
Gimnasio HM,4.9,88,Las Heras 1089,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20HM&query_place_id=ChIJ9zecyU2uypURGnGZP6RQao4,Gym
Crear Club,4.8,13,Constitución 460,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Crear%20Club&query_place_id=ChIJ5Ztr20uuypURDAptx5j8jLo,Gym
ATP Fitness,5,3,Las Heras 840,Rafaela,Santa Fe Province,AR,,+54 3492 59-1128,Gymnastics center,https://www.google.com/maps/search/?api=1&query=ATP%20Fitness&query_place_id=ChIJKyH0EXuvypURxo7jy063aqE,Gymnastics center
#NAME?,4.6,78,"San Lorenzo, Las Heras y",Rafaela,Santa Fe Province,AR,,+54 3492 57-8677,Fitness center,https://www.google.com/maps/search/?api=1&query=%2B%20M%C3%A1s%20Actividades%20f%C3%ADsicas&query_place_id=ChIJr82CvEmuypUREBvSyI7Pqoc,Fitness center
Perlei,5,5,Eduardo Oliber 749,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Perlei&query_place_id=ChIJsw1Yk2OvypURhTKwpFPpWco,Gym
Core | Pilates Reformer Studio,,,Eduardo Oliber 667,Rafaela,Santa Fe Province,AR,,+54 9 3492 52-7948,Pilates studio,https://www.google.com/maps/search/?api=1&query=Core%20%7C%20Pilates%20Reformer%20Studio&query_place_id=ChIJq2LMGeWvypURD56m85CBnz0,Pilates studio
Club Atletico Almagro,4.3,193,Jose Garibaldi 1157,Rafaela,Santa Fe Province,AR,,+54 9 3492 58-0168,Club,https://www.google.com/maps/search/?api=1&query=Club%20Atletico%20Almagro&query_place_id=ChIJi8y56kWuypUREkXivWqchFg,Club
Sport Body,4.6,73,Av. Gral. Bartolomé Mitre 672,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Sport%20Body&query_place_id=ChIJu3N6z0-uypURDMzedpGhyis,Gym
Chiki Boxing,5,5,Av. Gral. Bartolomé Mitre 668,Rafaela,Santa Fe Province,AR,https://www.instagram.com/chikiboxing/?hl=es,+54 9 3492 65-7780,Boxing gym,https://www.google.com/maps/search/?api=1&query=Chiki%20Boxing&query_place_id=ChIJaYMLy2CvypURxkFIc3dQjnI,Boxing gym
Gorilla gimnasio,4.8,91,Cdad. de Esperanza 235 S2300CXE,Rafaela,Santa Fe Province,AR,,+54 9 3492 58-0416,Gym,https://www.google.com/maps/search/?api=1&query=Gorilla%20gimnasio&query_place_id=ChIJt2aRoz-uypURLakmdjcxx50,Gym
XBOX CLUB F5,4.9,87,"S2300KXV, Gral. Paz 499-599",Rafaela,Santa Fe Province,AR,http://facebook.com/xboxgym,+54 3492 57-8619,Club,https://www.google.com/maps/search/?api=1&query=XBOX%20CLUB%20F5&query_place_id=ChIJW8rnR0WuypUR0kpnO9gVC3g,Club
Vitality - Kinesiology Center,4.8,98,Tucumán 430,Rafaela,Santa Fe Province,AR,http://www.vitalitydeporteysalud.com.ar/,+54 3492 20-6257,Gym,https://www.google.com/maps/search/?api=1&query=Vitality%20-%20Kinesiology%20Center&query_place_id=ChIJZW4hwkWuypUREg-CwT5N1FM,Gym
Me Visto Como Quiero Fitness,,,,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Me%20Visto%20Como%20Quiero%20Fitness&query_place_id=ChIJO5UV6UiuypURqadSriOst54,Gym
Virgi Borgna Fit Club,,,Bv. Sta. Fe 1158,Rafaela,Santa Fe Province,AR,https://virgiborgnafitclub.web.app/,+54 3492 28-9969,Gym,https://www.google.com/maps/search/?api=1&query=Virgi%20Borgna%20Fit%20Club&query_place_id=ChIJycNB-ImvypURstPH72BFkuY,Gym
Gimnasio,,,"Calle San Lorenzo, Las Heras &",Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio&query_place_id=ChIJqZMOBgCvypURYcTqGl26m04,Gym
Le Max Centro De Pilatesc,,,Sgto. Cabral 391,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Le%20Max%20Centro%20De%20Pilatesc&query_place_id=ChIJGQ4B6EmuypURo32DnNyIzJU,Gym
Sammasati,5,4,"Aconcagua 340, Paraguay 158",Rafaela,Santa Fe Province,AR,,+54 9 3492 58-1181,Yoga studio,https://www.google.com/maps/search/?api=1&query=Sammasati&query_place_id=ChIJjT5fqy-vypURcv0WQ0FeZbU,Yoga studio
Campo de marianito,,,RP70,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Campo%20de%20marianito&query_place_id=ChIJEze7KACvypURA7J3NCgHgtc,Gym
Punto Sur Club de Entrenamiento,5,3,Alfonsina Storni 1041,Rafaela,Santa Fe Province,AR,http://instagram.com/puntosur.gimnasio,+54 3492 65-9660,Gym,https://www.google.com/maps/search/?api=1&query=Punto%20Sur%20Club%20de%20Entrenamiento&query_place_id=ChIJY8J2SgCvypURfWNJXySqNXw,Gym
Curves Gimnasio Rafaela,4.9,28,Remedios de Escalada 590,Rafaela,Santa Fe Province,AR,https://www.facebook.com/Curvesgym-159026424780985/,+54 3492 57-5932,Gym,https://www.google.com/maps/search/?api=1&query=Curves%20Gimnasio%20Rafaela&query_place_id=ChIJ12a9zEquypURK6z5oJFBWhQ,Gym
LA FÁBRICA DE ARTE | ESCUELA DE ACROBACIAS AÉREAS,,,C. San Lorenzo 1202,Rafaela,Santa Fe Province,AR,https://instagram.com/lafabricadearte.raf?igshid=YTQwZjQ0NmI0OA==&utm_source=qr,,Gym,https://www.google.com/maps/search/?api=1&query=LA%20F%C3%81BRICA%20DE%20ARTE%20%7C%20ESCUELA%20DE%20ACROBACIAS%20A%C3%89REAS&query_place_id=ChIJC9mJtvivypURTu56Upc9S_Y,Gym
Green way,5,4,Bv. Sta. Fe 1525,Rafaela,Santa Fe Province,AR,https://www.instagram.com/gimnasiogreenway?igsh=ZGtka2dlNzY0eThx,+54 3492 50-8560,Gym,https://www.google.com/maps/search/?api=1&query=Green%20way&query_place_id=ChIJSU2IUfyvypURLGndUJ2l50g,Gym
Red SPORT,4,214,Bv. Sta. Fe 301,Rafaela,Santa Fe Province,AR,https://www.redsportonline.com.ar/?utm_source=googlesearch&utm_medium=organic,+54 342 430-8372,Sporting goods store,https://www.google.com/maps/search/?api=1&query=Red%20SPORT&query_place_id=ChIJ2VDogEiuypURWbxYEKzFyDI,Sporting goods store
Ac Pilates,,,Av. Gral. Bartolomé Mitre 685,Rafaela,Santa Fe Province,AR,,+54 9 3492 51-2018,Pilates studio,https://www.google.com/maps/search/?api=1&query=Ac%20Pilates&query_place_id=ChIJybWqxU-uypURCuIXH81CZO8,Pilates studio
Centros de taekwondo,,,Sarmiento 160,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Centros%20de%20taekwondo&query_place_id=ChIJOdcrEACvypURZ6BIhKT-hvc,Gym
PREMIER Fitness,4.9,22,Av. Brasil 503,Rafaela,Santa Fe Province,AR,,+54 3492 56-7568,Gymnastics center,https://www.google.com/maps/search/?api=1&query=PREMIER%20Fitness&query_place_id=ChIJPVRqb4GvypURLO6cH1kwARg,Gymnastics center
Gimnasio La Maquina,4.8,25,Blvd. G. Lehmann 883,Rafaela,Santa Fe Province,AR,,+54 3492 44-3279,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20La%20Maquina&query_place_id=ChIJZ75CDUCuypUResrv0q9HJjs,Gym
Gimnasio Pilates,4.5,20,Blvd. G. Lehmann 881,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Pilates&query_place_id=ChIJnQLgDECuypURY8y35V8kz2w,Gym
XBOXCLUB,,,Av. Brasil 276 S2300DDG,Rafaela,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=XBOXCLUB&query_place_id=ChIJ778fOwCvypURBaSWA6Ur04U,Gym
Gimnasio WORLD FITNESS,4.8,6,Arenales 737,Rafaela,Santa Fe Province,AR,http://www.instagram.com/WORLDFITNESSRAFAELA,+54 3492 61-3610,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20WORLD%20FITNESS%F0%9F%8C%8E&query_place_id=ChIJo0tNKwCvypURl-IglEhMtLQ,Gym
